match_id,team1,team2,winner,toss_winner,toss_decision,venue,city,date,gender
1128823,Multan Sultans,Islamabad United,Islamabad United,Islamabad United,field,Dubai International Cricket Stadium,Dubai,2018-02-25,male
1128824,Karachi Kings,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,bat,Dubai International Cricket Stadium,Dubai,2018-02-25,male
1128825,Karachi Kings,Lahore Qalandars,Karachi Kings,Karachi Kings,bat,Dubai International Cricket Stadium,Dubai,2018-02-26,male
1128826,Islamabad United,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Sharjah Cricket Stadium,Sharjah,2018-02-28,male
1128827,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,Peshawar Zalmi,field,Sharjah Cricket Stadium,Sharjah,2018-03-01,male
1128829,Lahore Qalandars,Islamabad United,,Lahore Qalandars,field,Sharjah Cricket Stadium,Sharjah,2018-03-02,male
1128830,Multan Sultans,Quetta Gladiators,Multan Sultans,Multan Sultans,field,Sharjah Cricket Stadium,Sharjah,2018-03-03,male
1128831,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,bat,Sharjah Cricket Stadium,Sharjah,2018-03-03,male
1128832,Islamabad United,Karachi Kings,Islamabad United,Islamabad United,field,Sharjah Cricket Stadium,Sharjah,2018-03-04,male
1128833,Peshawar Zalmi,Multan Sultans,Multan Sultans,Peshawar Zalmi,field,Dubai International Cricket Stadium,Dubai,2018-03-06,male
1128834,Multan Sultans,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Dubai International Cricket Stadium,Dubai,2018-03-07,male
1128835,Islamabad United,Lahore Qalandars,Islamabad United,Islamabad United,field,Dubai International Cricket Stadium,Dubai,2018-03-08,male
1128836,Karachi Kings,Quetta Gladiators,Quetta Gladiators,Karachi Kings,field,Dubai International Cricket Stadium,Dubai,2018-03-08,male
1128837,Multan Sultans,Lahore Qalandars,Lahore Qalandars,Multan Sultans,bat,Dubai International Cricket Stadium,Dubai,2018-03-09,male
1128838,Peshawar Zalmi,Islamabad United,Islamabad United,Peshawar Zalmi,field,Dubai International Cricket Stadium,Dubai,2018-03-09,male
1128839,Multan Sultans,Karachi Kings,Karachi Kings,Multan Sultans,field,Dubai International Cricket Stadium,Dubai,2018-03-10,male
1128840,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Dubai International Cricket Stadium,Dubai,2018-03-10,male
1128841,Karachi Kings,Lahore Qalandars,,Lahore Qalandars,field,Dubai International Cricket Stadium,Dubai,2018-03-11,male
1128842,Multan Sultans,Islamabad United,Islamabad United,Multan Sultans,field,Sharjah Cricket Stadium,Sharjah,2018-03-13,male
1128843,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,Quetta Gladiators,field,Sharjah Cricket Stadium,Sharjah,2018-03-14,male
